,0,1
0,3070440,0.0009070131718604021
1,3573264,0.0
2,3389212,0.0
3,2062366,0.0014021124856253573
4,1310733,0.0
5,1086702,0.0
6,4188845,0.0
7,4117348,0.0007953750324111238
8,3478873,0.00010730411251013618
9,3352763,6.87697845995607e-06
10,2883610,0.0
11,24778,6.096290622338318e-09
12,3309597,0.0
13,3702817,0.0
14,4161582,0.0
15,4161584,0.0
16,1056959,1.1375001813035078e-06
17,3670088,0.0
18,2195008,1.3740048521357914e-05
19,1430885,0.0005608555718773998
20,162255,0.00013097850432580496
21,4096104,0.000331559474786041
22,3506286,0.0
23,3724648,0.0
24,1009299,0.0
25,3883336,4.451920195792609e-06
26,4188119,8.013163304721546e-06
27,4188865,7.688640747849798e-06
28,902400,6.750700898117704e-06
29,4188866,6.460121282674027e-06
30,2326666,0.0
31,4067123,0.0
32,4189944,0.00013425541983650097
33,3839805,1.5149870006914804e-06
34,4187762,4.974681532154334e-05
35,4188654,5.4411967051280835e-05
36,3768473,2.2537445795247076e-05
37,2326698,2.300630848282684e-07
38,4188871,8.664668708256338e-05
39,3565365,9.646866302150431e-06
40,4189391,8.642292154971587e-05
41,3102067,0.0002970254327445566
42,3860424,0.0
43,3211466,5.241629214678545e-06
44,4183855,0.0
45,3429751,2.699148639665601e-06
46,2949324,0.0
47,4188376,2.15866286811042e-05
48,4188878,0.0
49,3309785,3.45018976601458e-05
50,4030690,0.0
51,2938235,0.0
52,4187563,0.0
53,3932388,0.0
54,2461592,0.0
55,1440603,0.0
56,4188881,0.0
57,4188883,0.0
58,3932406,7.088283308716053e-07
59,1048823,3.033280017325094e-05
60,4185450,0.0
61,2274119,8.045547798222189e-06
62,4188884,0.0
63,4188885,4.1810463444019416e-08
64,4183423,0.0
65,4188851,0.0
66,4161790,0.0
67,4187297,4.22309201642469e-06
68,4188886,6.795281801826603e-07
69,4190600,0.0
70,3642753,2.2476418646008e-06
71,4129041,3.089658283870277e-05
72,4189276,3.089658283870277e-05
73,4188889,3.53010238004078e-06
74,4188976,7.060204760081559e-06
75,4096290,2.8449162368204286e-06
76,4186756,9.483054122734762e-07
77,3342629,0.0
78,4171776,1.0174615650648315e-06
79,3967263,0.0
80,3710943,7.582038922508984e-05
81,4161834,0.0
82,4185381,3.9371893810449695e-06
83,4185478,0.0
84,3904904,3.6692221734843425e-05
85,3446876,8.465622291499954e-05
86,4188895,4.787085412036357e-06
87,4190405,4.737102664171109e-06
88,4186677,0.0
89,4185336,2.2255037305600015e-05
90,4186819,0.0
91,3211598,9.931329119926071e-07
92,4189357,5.0047444990080225e-06
93,2648421,1.3532725872805928e-06
94,4188901,1.5255820767428568e-07
95,3548833,3.3638466578621384e-07
96,3375464,6.515151999863241e-10
97,3336049,0.0
98,4030828,0.0
99,4163907,1.637600387257824e-07
100,3932533,5.282059325357618e-05
101,4182842,1.1527831542316207e-05
102,3637622,7.4261878870994585e-06
103,3301123,1.8070517794433528e-06
104,4188351,8.903144015541135e-05
105,3870251,0.0
106,3870250,0.0
107,3506563,3.4175598928913924e-06
108,4187369,0.0
109,4185151,7.686139382763646e-06
110,3834248,1.0619232388303503e-08
111,2589079,0.0
112,1802648,0.0
113,3932591,1.3887550344604605e-05
114,4185155,1.054798196177357e-05
115,3670459,0.0
116,4186800,0.0
117,4186801,0.0
118,4187773,0.0
119,4189566,8.789264162128075e-06
120,4185663,6.082084240384135e-07
121,4186682,0.0
122,2928474,0.0
123,4189026,7.810853584624236e-05
124,3965417,3.563636271046039e-05
125,2785770,0.0
126,3571909,0.0
127,3473899,0.0
128,3965421,0.0
129,4187253,0.0
130,1835505,4.942062204033005e-06
131,4063730,0.0
132,3768819,3.605592355091039e-06
133,4030978,0.0
134,4185591,6.862147913845984e-07
135,2654733,0.00014989352599493005
136,1573390,0.0
137,3741740,0.0
138,3703312,0.0
139,3965459,0.0
140,3169700,0.0
141,3441178,1.2116043939446063e-05
142,4188712,0.0
143,3483321,9.67695998896141e-07
144,3146271,6.989048900323948e-05
145,3244581,9.340559324617704e-06
146,4141879,1.0932355952068275e-06
147,3670590,0.0
148,3932742,3.575993383508323e-05
149,3933925,2.9771397743817776e-06
150,3932748,0.00015038366331348034
151,3311822,5.863703618140987e-06
152,4031054,0.0
153,4186165,9.591818553827035e-07
154,4188941,0.0
155,3996829,0.0
156,4162135,0.0
157,4186496,0.0
158,3063908,0.0
159,4185557,0.0001331439208780398
160,4188943,0.0
161,4187903,0.00031203159217072407
162,3506783,0.0
163,4188947,0.0
164,4188607,3.539454739580832e-06
165,4190111,2.286911700396974e-06
166,230023,0.0
167,4162187,2.217264832611356e-05
168,4186797,1.1993830085693951e-06
169,2458252,0.0
170,230031,9.3433580227765e-05
171,4188870,2.9126117342809672e-05
172,4189168,0.0
173,4188061,2.827278854246764e-05
174,2343022,0.0
175,3277462,0.0003003393999687068
176,4189262,4.868271129730183e-06
177,3663217,2.822523831196657e-05
178,3408572,5.663471491099514e-06
179,4123841,8.21060024754046e-06
180,4150273,7.410683368604155e-07
181,4169037,9.449823920006301e-06
182,4139034,8.091252924939763e-06
183,3381439,1.1719228929375115e-05
184,1999556,0.0
185,1962465,0.0
186,2392773,0.00013844998927575104
187,4184324,0.0
188,4063945,0.0
189,4184857,0.0
190,4188872,1.105151246509241e-05
191,4189023,5.625489867358e-06
192,4188963,0.00010754041204942398
193,4190016,1.7191498492086814e-05
194,4025622,7.2183409048800725e-06
195,3637972,0.0
196,4186546,0.0
197,4187566,0.0
