,Node_id,Closeness
0,3070440,0.004209663
1,3573264,0.003737692
2,3389212,0.003477719
3,2062366,0.074059236
4,4117348,0.018068083
5,3478873,0.048884582
6,3352763,0.113010155
7,24778,0.120640931
8,3309597,0.101988415
9,4161584,0.108921263
10,1056959,0.120497763
11,1430885,0.087957861
12,162255,0.108554885
13,4096104,0.097591203
14,1009299,0.049953357
15,3883336,0.108706869
16,4188119,0.104613109
17,4189944,0.120640276
18,3839805,0.114661097
19,4187762,0.004676188
20,4188654,0.004112598
21,3768473,0.116971159
22,2326698,0.115680014
23,4188871,0.003480929
24,3565365,0.108006455
25,4189391,0.003353309
26,3102067,0.118959476
27,3860424,0.092538236
28,3211466,0.120221725
29,4183855,0.12007887
30,3429751,0.005779099
31,4188376,0.120030188
32,4188878,0.094526694
33,3309785,0.000314676
34,3932388,0.099117553
35,2461592,0.084111364
36,3932406,0.120496973
37,2274119,0.10765422
38,4187297,0.059536882
39,4188886,0.016980933
40,4190600,0.016584982
41,3642753,0.019123278
42,4129041,0.107312047
43,4189276,0.09662792
44,4188889,0.117659501
45,4188976,0.116156995
46,4171776,0.120034191
47,4185381,0.092686496
48,3904904,0.090641908
49,3446876,0.091554751
50,4188895,0.053635296
51,4190405,0.078656525
52,4185336,0.119985033
53,3211598,0.120519009
54,4189357,0.112475639
55,2648421,0.120405888
56,3548833,0.12061914
57,3375464,0.12067633
58,3336049,0.038196547
59,4030828,0.116697553
60,4163907,0.119867061
61,3932533,0.119487753
62,4182842,0.115734903
63,3637622,0.056887824
64,3301123,0.12197528
65,4188351,0.037624817
66,3506563,0.114248995
67,4187369,0.112942157
68,4185151,0.11627689
69,3834248,0.015003706
70,1802648,0.077763992
71,3932591,0.096695415
72,4185155,0.090566503
73,4187773,0.11242498
74,4189566,0.102849459
75,4185663,0.112169204
76,4186682,0.119855945
77,4189026,0.120187539
78,3965417,0.061198086
79,1835505,0.120498529
80,4063730,0.119682004
81,3768819,0.120420407
82,4030978,0.117131888
83,4185591,0.118732551
84,2654733,0.073128266
85,3703312,0.110508826
86,3441178,0.061661336
87,4188712,0.109655442
88,3483321,0.119941748
89,3146271,0.096434369
90,3244581,0.116662389
91,4141879,0.120400893
92,3932742,0.097285186
93,3933925,0.121247731
94,3932748,0.107005509
95,3311822,0.117768624
96,4031054,0.08482252
97,4186165,0.120331841
98,3996829,0.117246261
99,3063908,0.058506476
100,4185557,0.047411842
101,4188943,0.03886746
102,4187903,0.078752153
103,4188947,0.118922199
104,4188607,0.114776157
105,4190111,0.119316724
106,4162187,0.107597965
107,4186797,0.113347777
108,2458252,0.081374291
109,230031,0.083067169
110,4188870,0.001926098
111,4189168,0.001552583
112,4188061,0.088843227
113,3277462,0.035350194
114,4189262,0.120350614
115,3663217,0.120206643
116,3408572,0.118456178
117,4123841,0.118081739
118,4150273,0.118429602
119,4169037,0.118300305
120,4139034,0.118302429
121,3381439,0.12004616
122,2392773,0.051785911
123,4184324,0.050479357
124,4184857,0.021674004
125,4188872,0.115441389
126,4189023,0.112099248
127,4188963,0.083286818
128,4190016,0.083097659
129,4025622,0.120148451
130,2345048,0.042574596
131,3070464,0.120485827
132,4079740,0.115089714
133,3747853,0.114870622
134,4189651,0.010917644
135,3504325,0.115902822
136,4123608,0.119345239
137,4190380,0.119203094
138,4188005,0.120339215
139,2392833,0.119313357
140,4150685,0.114428815
141,4157393,0.120490703
142,2071010,0.120200491
143,4069404,0.113338229
144,4096132,0.12018044
145,4189027,0.118558866
146,4190307,0.119876478
147,4162330,0.088897516
148,3900195,0.097778814
149,3965775,0.026049786
150,3998551,0.062896005
151,4186584,0.118459046
152,4186378,0.106170111
153,4186362,0.052870684
154,2098008,0.120348775
155,4182660,0.116571153
156,4187501,0.110509729
157,3310457,0.096472101
158,4189712,0.062167558
159,3615551,0.109758446
160,4188992,0.056939322
161,4190445,0.115136012
162,4188099,0.088267226
163,3572625,0.104400108
164,3900321,0.1173315
165,4097570,0.117193489
166,3968565,0.118490904
167,4189000,0.107653696
168,3985216,0.105769225
169,4188474,0.117830128
170,4057522,0.098836216
171,4188609,0.109689672
172,4188946,0.108500673
173,2663083,0.045894766
174,4121230,0.1146833
175,4190048,0.117475165
176,4163797,0.114239633
177,4189994,0.112958145
178,2738047,0.118920905
179,233535,0.119347223
180,2066856,0.120324432
181,3310575,0.117228678
182,4190137,0.005589287
183,4190321,0.005281869
184,2032627,0.005980759
185,4185607,0.035940448
186,4179896,0.116985915
187,4181288,0.0813594
188,4173607,0.119202893
189,3741187,0.119277985
190,4189021,0.120349748
191,3933225,0.113210356
192,4011600,0.116009042
193,4097079,0.05874975
194,4188471,0.100247921
195,4169870,0.110857056
196,4190574,0.000849019
197,4190646,0.000840545
198,3572813,0.120498527
199,3466557,0.076988061
200,263254,0.120341671
201,3823187,0.117123124
202,3507295,0.0017864
203,4154607,0.119306573
204,4186704,0.016868999
205,3906408,0.117774978
206,4187264,0.012038377
207,3448523,0.016836601
208,3363775,0.116604772
209,4184898,0.046542015
210,3343494,0.013863533
211,4059321,0.01384394
212,3465151,0.119203065
213,3752136,0.118356609
214,4186431,0.117639578
215,4097204,0.086798128
216,4188816,0.117409098
217,2720952,0.107297076
218,2627103,0.120358155
219,3507756,0.119734912
220,3327845,0.067901605
221,3289646,0.120640187
222,2933197,0.120358819
223,4189045,0.035205075
224,3941484,0.123537275
225,2655427,0.11885664
226,3517352,0.118506566
227,4189137,0.118128117
228,4074067,0.11805491
229,4187156,0.117881047
230,3440886,0.113676717
231,3457229,0.088600234
232,4186998,0.120148433
233,4068865,0.117777737
234,4184055,0.116406793
235,3081431,0.120350588
236,4187435,0.120494767
237,4048274,0.112918455
238,4123422,0.117617608
239,4035720,0.103896969
240,4183591,0.069984957
241,2706200,0.062937916
242,3409139,0.105830916
243,4189982,0.016159869
244,4190112,0.015421105
245,4189057,0.119511018
246,4186551,0.119128153
247,4190535,0.120610823
248,2589970,0.071719926
249,3459316,0.077582874
250,4031773,0.071077668
251,4185868,0.069789242
252,3933472,0.052644742
253,4189064,0.034791289
254,4190465,0.062235448
255,4190466,0.064294988
256,4130109,0.11837128
257,4187685,0.120495486
258,2348597,0.054678499
259,4189812,0.040265363
260,2540606,0.097179201
261,4188835,0.053787291
262,3198806,0.120483367
263,4187832,0.118344645
264,4187303,0.118344602
265,4189070,0.045363508
266,4190030,0.061555928
267,3671382,0.119541666
268,4187931,0.103463115
269,4187418,0.113675938
270,2556134,0.050239903
271,4172350,0.120188602
272,4189073,0.120243563
273,4190511,0.119855986
274,4162924,0.002918837
275,4189075,0.119413919
276,4190467,0.017130847
277,4190468,0.119024592
278,4055365,0.116634212
279,3966332,0.112989834
280,3958035,0.119979857
281,4189078,0.118815332
282,4072242,0.118436944
283,4190541,0.110933659
284,4121697,0.120318909
285,4188748,0.118092898
286,4186623,0.11855432
287,4189080,0.118822939
288,4186294,0.118451483
289,4064670,0.049206152
290,2721192,0.087804043
291,4186504,0.11164997
292,3474858,0.114312633
293,4188987,0.090803374
294,3868080,0.073347065
295,4182586,0.11916149
296,2622906,0.120436322
297,4168616,0.056387505
298,3999181,0.117798821
299,3300318,0.113429623
300,1586415,0.115753926
301,3999184,0.107468171
302,4187022,0.120494101
303,2033109,0.099271077
304,3638743,0.040892758
305,4187771,0.095047525
306,4189093,0.028641758
307,4190552,0.01873409
308,3219598,0.120195927
309,1747879,0.004746285
310,3965183,0.066497763
311,4188806,0.063059762
312,4130306,0.119385795
313,4188613,0.108838628
314,4189993,0.104737434
315,4187998,0.118899767
316,2098713,0.120408532
317,4163107,0.117268978
318,3802665,0.115048551
319,2071284,0.120351003
320,2200444,0.120456055
321,3180092,0.120314496
322,4188747,0.120492782
323,4186855,0.096978666
324,4145419,0.096496912
325,3966534,0.119773277
326,4186651,0.115086268
327,4188013,0.120495531
328,3674630,0.114923532
329,3278426,0.120436017
330,4185537,0.120286418
331,3737201,0.118760201
332,3966580,0.117658283
333,4181841,0.120481184
334,4186195,0.096161432
335,4185765,0.116290105
336,4189308,0.070794677
337,1214109,0.120496182
338,3999403,0.006781021
339,4187721,0.006569437
340,2401057,0.006759348
341,4189129,0.119590465
342,4190239,0.119258589
343,2408736,0.068546329
344,3931817,0.053796567
345,3992525,0.113778043
346,4187656,0.107653922
347,3311316,0.003802384
348,4185152,0.096676134
349,4189134,0.120200259
350,4064889,0.120344911
351,3923762,0.086696443
352,2270129,0.109766795
353,4188343,0.088088273
354,4190049,0.117011845
355,4185838,0.088015795
356,4163294,0.107653534
357,4164257,0.118513762
358,4183258,0.099611198
359,4176181,0.107521821
360,4189136,0.116206713
361,4182391,0.118638494
362,3497692,0.076695343
363,3484627,0.074808593
364,4136701,0.119207666
365,4130552,0.12034911
366,3278595,0.076458741
367,4188327,0.074532079
368,4190588,0.064473403
369,4190589,0.117665972
370,4186047,0.118637403
371,4065043,0.120342764
372,4190403,0.120220115
373,4189145,0.11417797
374,4188507,0.113937192
375,4157311,0.120502258
376,4123610,0.117110278
377,4184320,0.116853502
378,3865441,0.114430169
379,3925928,0.112333492
380,3911474,0.114140879
381,3972421,0.031535569
382,3999520,0.007254779
383,4130604,0.118792236
384,4189150,0.112371302
385,4155085,0.118778305
386,3750452,0.118079072
387,4188802,0.042386347
388,4187524,0.012892443
389,4060128,0.089265415
390,3621672,0.103618162
391,4144433,0.063670565
392,4176498,0.028805964
393,3594427,0.111768104
394,3999570,0.119162213
395,4190184,0.115102493
396,4190185,0.119023349
397,4185156,0.119036072
398,4186781,0.11915776
399,4130651,0.110843466
400,2853746,0.117367266
401,3704672,0.083741362
402,4185116,0.072508756
403,3315344,0.107653988
404,4189161,0.000207258
405,3147637,0.119202392
406,3667907,0.11579932
407,3016585,0.021146833
408,4130701,0.001250513
409,3966864,0.027513101
410,4170440,0.076379765
411,3737506,0.120133801
412,3934115,0.038757359
413,3466937,0.038608166
414,4187974,0.038608617
415,3596138,0.116259599
416,3309464,0.075763503
417,3282522,0.074912658
418,4112718,0.063156017
419,4189177,0.117872276
420,4189172,0.117220802
421,4190351,0.12021122
422,1443807,0.117678401
423,3214537,0.118615953
424,3999753,0.120438765
425,4184661,0.120383451
426,3901463,0.115828699
427,4187704,0.016055959
428,4187763,0.011378741
429,3645892,0.060894455
430,3899741,0.104291062
431,4185487,0.09964154
432,3901494,0.111336757
433,4184657,0.106371776
434,4190420,0.117789971
435,4190286,0.119749936
436,4189193,0.022482564
437,4190489,0.117595327
438,4185781,0.120002699
439,4190010,0.001682766
440,4086705,0.002935784
441,4098139,0.03493266
442,1280106,0.030970258
443,1594261,0.023100943
444,4112743,0.061715911
445,4189921,0.118781288
446,4190370,0.058108058
447,4163699,0.027547103
448,2590850,0.120012549
449,4189212,0.119874007
450,4179336,0.1195049
451,4190537,0.120475632
452,3836081,0.012354788
453,3901622,0.118638052
454,3901633,0.119524873
455,4190109,0.004943768
456,3967180,0.117064333
457,4187866,0.116113254
458,4187186,0.117784905
459,4187695,0.116791207
460,4163962,0.112058617
461,3475666,0.120172672
462,4189219,0.038589291
463,4190626,0.038583933
464,3967192,0.116822024
465,3115232,0.120407537
466,3934458,0.067058171
467,2296060,0.067953073
468,3943044,0.118944431
469,3999997,0.11996663
470,3999998,0.089746834
471,4182204,0.111679934
472,3779627,0.111939885
473,2438591,0.040927991
474,4183766,0.065881713
475,4157651,0.119486478
476,3531868,0.118883765
477,4150413,0.113610229
478,4189228,0.106532969
479,4188361,0.116427929
480,2508019,0.120597419
481,3967260,0.115193422
482,3868968,0.070464636
483,241679,0.127484014
484,3772337,0.037625118
485,3776279,0.105560875
486,4189239,0.054622766
487,2131205,0.089093136
488,2722128,0.065137991
489,3545807,0.109527293
490,4189248,0.117798691
491,4185598,0.113460969
492,4190081,0.120264015
493,3846003,0.105308626
494,4188930,0.009930948
495,4188979,0.009655394
496,4065693,0.115571939
497,3686995,0.113778018
498,4190244,0.113777937
499,3916187,0.084841386
500,4052722,0.109837547
501,4166654,0.030253332
502,4186173,0.119399631
503,4183638,0.119286163
504,4189260,0.029602667
505,4189208,0.119233535
506,3461148,0.070778445
507,3333486,0.119217523
508,3512144,0.119082679
509,3161828,0.08556271
510,2760366,0.111652553
511,2820583,0.117511067
512,3989256,0.104053852
513,3930086,0.079301508
514,4183805,0.11864503
515,2898985,0.120619903
516,4184852,0.111966237
517,4189267,0.008297136
518,4188778,0.119203188
519,4189268,0.008203008
520,4188933,0.007376646
521,3529891,0.120214283
522,4189271,0.041324756
523,4181551,0.11010637
524,4188934,0.006322167
525,3309491,0.079805141
526,4189005,0.119870473
527,3925972,0.010372775
528,4179763,0.01004181
529,4089890,0.033074277
530,4189275,0.059112454
531,4188620,0.11258866
532,4183815,0.090355207
533,4184194,0.073732828
534,4185194,0.090251269
535,2900403,0.12061183
536,4131389,0.118780932
537,4186754,0.114178901
538,4187863,0.102376789
539,4187884,0.101461116
540,3919794,0.113781611
541,3105471,0.082753426
542,4189197,0.120183117
543,4189198,0.07712404
544,3820363,0.118571413
545,3902061,0.082714026
546,4007969,0.078193255
547,4188338,0.119698142
548,4186359,0.109620344
549,4173272,0.119277953
550,3901211,0.055276815
551,3333438,0.070374995
552,4000864,0.113883566
553,4160481,0.108838672
554,3480381,0.065837341
555,3213967,0.106770784
556,307120,0.068120802
557,4190431,0.037375171
558,2656916,0.112412449
559,4118015,0.11997374
560,4165386,0.088547854
561,4180955,0.117559798
562,3345067,0.120168035
563,3541677,0.083443647
564,4185392,0.072301752
565,3738302,0.091855099
566,3945820,0.084913679
567,2394815,0.009234558
568,4159875,0.118424164
569,1092908,0.097195676
570,252803,0.030488138
571,3967696,0.117833742
572,4189304,0.103790569
573,4190159,0.102082753
574,4190367,0.002578971
575,4131549,0.120057631
576,3672808,0.097196276
577,3672812,0.118820251
578,4187496,0.059822706
579,3902195,0.00497598
580,2067197,0.075251311
581,3626795,0.109341205
582,3387390,0.119372475
583,3476250,0.116191882
584,4085551,0.00236139
585,2525995,0.080018638
586,3246892,0.012515872
587,2540910,0.0905401
588,3279662,0.11914613
589,4186326,0.118637555
590,3738431,0.075915135
591,4188176,0.094558164
592,4187853,0.013560157
593,4187282,0.013488481
594,4188290,0.009471709
595,3738440,0.001729629
596,3959950,0.118150939
597,3564491,0.116066121
598,3410786,0.112313495
599,3959147,0.091603655
600,3675091,0.119035178
601,3570683,0.106593087
602,4183865,0.119841647
603,4189003,0.118831412
604,3490975,0.119456665
605,3914353,0.117248351
606,3275638,0.116411964
607,3967861,0.116728303
608,4164477,0.093147552
609,4184931,0.075859824
610,4185317,0.093083779
611,3869583,0.067587068
612,4164497,0.108725347
613,3476371,0.116699039
614,4164509,0.118811219
615,4184907,0.053905039
616,4185459,0.023246823
617,1412008,0.120305885
618,4185546,0.120212013
619,4187138,0.117052936
620,4185062,0.120119985
621,4185190,0.120407898
622,4187176,0.120152887
623,4189404,0.120517365
624,4186926,0.11990354
625,4189587,0.113971607
626,4189468,0.119696965
627,4185211,0.120249512
628,4184444,0.108481702
629,4187626,0.081039637
630,4185502,0.120198891
631,4184350,0.120234567
632,4186916,0.119203251
633,4189343,0.06049969
634,4189425,0.045937595
635,3738559,0.114817107
636,1543125,0.00594248
637,3952667,0.021729944
638,4158827,0.011940351
639,2788314,0.063850445
640,3825071,0.112374784
641,4018733,0.114443482
642,4066270,0.000742363
643,4164576,0.119917609
644,3998203,0.002339848
645,3476459,0.117522531
646,199687,0.113777802
647,4185881,0.10767216
648,2906111,0.119811473
649,4066326,0.098186661
650,3454562,0.091070579
651,4188243,0.097169043
652,4188242,0.075081925
653,4187977,0.079895072
654,3869761,0.107653608
655,4127690,0.114655938
656,3476564,0.002253694
657,3935323,0.120111037
658,4182754,0.119724363
659,2952285,0.116719096
660,4111772,0.113281467
661,4189373,0.063088854
662,4185158,0.120079068
663,4173679,0.072578302
664,4033685,0.11767048
665,3902614,0.030101564
666,4189195,0.086315995
667,4189194,0.106552077
668,3902624,0.102258672
669,4186113,0.100010089
670,4186455,0.101225212
671,4189383,0.00018449
672,4189507,0.000166335
673,4185986,0.120205277
674,2751255,0.111535991
675,4153105,0.012326322
676,4039748,0.120568214
677,4139204,0.119394915
678,3241679,0.111525562
679,4025830,0.12064014
680,3544721,0.120635758
681,4184354,0.098422845
682,3640535,0.120496973
683,3771614,0.109256911
684,4188475,0.10885777
685,4188958,0.007435563
686,4190432,0.007398364
687,2300055,0.111550381
688,3918358,0.119556694
689,2821367,0.007013701
690,3459875,0.121082279
691,4185379,0.007003987
692,4165512,0.120259599
693,4187869,0.114111595
694,4187410,0.112936299
695,555497,0.056877812
696,3904500,0.056800649
697,2329899,0.080067562
698,4189295,0.074982691
699,3902786,0.056923065
700,4187990,0.118909067
701,3757965,0.111191803
702,4164948,0.1042897
703,4188959,0.036112492
704,4099418,0.114986942
705,4189242,0.118497276
706,2788709,0.024452282
707,4001127,0.091988897
708,3837289,0.070973746
709,4140264,0.105629627
710,4164980,0.01241664
