,0,1
0,3070440,0.2222222222222222
1,3573264,0.0
2,3389212,0.0
3,2062366,0.4444444444444444
4,4117348,0.46153846153846156
5,3478873,0.5
6,3352763,0.02706766917293233
7,24778,2.9676237238728464e-05
8,3309597,0.0
9,4161584,0.0
10,1056959,0.001131685721379598
11,1430885,0.6666666666666666
12,162255,0.11555555555555555
13,4096104,1.0
14,1009299,0.0
15,3883336,0.16666666666666666
16,4188119,0.3333333333333333
17,4189944,0.5
18,3839805,0.14285714285714285
19,4187762,0.3333333333333333
20,4188654,0.3333333333333333
21,3768473,0.5
22,2326698,0.5
23,4188871,0.25
24,3565365,0.21428571428571427
25,4189391,0.3333333333333333
26,3102067,1.0
27,3860424,0.0
28,3211466,0.034482758620689655
29,4183855,0.0
30,3429751,0.07777777777777778
31,4188376,0.35
32,4188878,0.0
33,3309785,0.5
34,3932388,0.0
35,2461592,0.0
36,3932406,0.9
37,2274119,0.1
38,4187297,0.16666666666666666
39,4188886,0.08333333333333333
40,4190600,0.0
41,3642753,0.5
42,4129041,0.5
43,4189276,0.5
44,4188889,0.5
45,4188976,1.0
46,4171776,0.05526315789473684
47,4185381,0.18518518518518517
48,3904904,0.5
49,3446876,0.175
50,4188895,0.3333333333333333
51,4190405,0.16666666666666666
52,4185336,0.6
53,3211598,0.13846153846153847
54,4189357,0.06944444444444445
55,2648421,0.13076923076923078
56,3548833,0.11904761904761904
57,3375464,3.79737221842485e-05
58,3336049,0.0
59,4030828,0.0
60,4163907,0.002873122893043212
61,3932533,1.0
62,4182842,0.09523809523809523
63,3637622,0.053784860557768925
64,3301123,0.00646551724137931
65,4188351,0.5
66,3506563,0.06547619047619048
67,4187369,0.0
68,4185151,0.044444444444444446
69,3834248,0.3333333333333333
70,1802648,0.0
71,3932591,0.11038961038961038
72,4185155,0.2
73,4187773,0.0
74,4189566,0.05454545454545454
75,4185663,0.1
76,4186682,0.0
77,4189026,0.1111111111111111
78,3965417,0.0
79,1835505,0.3333333333333333
80,4063730,0.0
81,3768819,0.42857142857142855
82,4030978,0.0
83,4185591,0.011581920903954802
84,2654733,0.16666666666666666
85,3703312,0.0
86,3441178,0.07142857142857142
87,4188712,0.0
88,3483321,0.013463718820861678
89,3146271,0.8
90,3244581,0.07076566125290024
91,4141879,0.008972434497816593
92,3932742,0.2
93,3933925,0.009207920792079207
94,3932748,0.23809523809523808
95,3311822,0.015151515151515152
96,4031054,0.0
97,4186165,0.125
98,3996829,0.0
99,3063908,0.0
100,4185557,0.2
101,4188943,0.0
102,4187903,0.12962962962962962
103,4188947,0.0
104,4188607,0.2
105,4190111,0.16666666666666666
106,4162187,0.35714285714285715
107,4186797,0.16666666666666666
108,2458252,0.0
109,230031,1.0
110,4188870,0.16666666666666666
111,4189168,0.0
112,4188061,0.16666666666666666
113,3277462,0.5
114,4189262,1.0
115,3663217,0.11580882352941177
116,3408572,0.1020671834625323
117,4123841,0.33962264150943394
118,4150273,0.1111111111111111
119,4169037,0.46153846153846156
120,4139034,0.23684210526315788
121,3381439,0.1223021582733813
122,2392773,0.25925925925925924
123,4184324,0.0
124,4184857,0.0
125,4188872,0.3333333333333333
126,4189023,0.3333333333333333
127,4188963,0.5
128,4190016,0.15
129,4025622,0.021621621621621623
130,2345048,0.2
131,3070464,0.0
132,4079740,0.1
133,3747853,0.0
134,4189651,0.1125
135,3504325,0.15168539325842698
136,4123608,0.1
137,4190380,0.0
138,4188005,0.0
139,2392833,1.0
140,4150685,0.22857142857142856
141,4157393,0.3148148148148148
142,2071010,0.35
