,0,1
0,3070440,0.0015926284789654188
1,3573264,0.0
2,3389212,0.0
3,2062366,0.0024619755749959726
4,4117348,0.002041188373523529
5,3478873,0.0001884157703500856
6,3352763,1.625704640279343e-05
7,24778,1.7691362454136935e-08
8,3309597,0.0
9,4161584,0.0
10,1056959,2.044977728993686e-06
11,1430885,0.0015319248051353972
12,162255,0.00037900086169681855
13,4096104,0.0013276092766983793
14,1009299,0.0
15,3883336,7.817146552963031e-06
16,4188119,1.4070349231559308e-05
17,4189944,0.0002357396912422998
18,3839805,3.800246342957359e-06
19,4187762,8.735065518002985e-05
20,4188654,9.554221593568582e-05
21,3768473,3.95736017185143e-05
22,2326698,2.0368493328060102e-06
23,4188871,0.00015214330479087503
24,3565365,5.510317849353908e-05
25,4189391,0.00015175039389246674
26,3102067,0.0005215482837980387
27,3860424,0.0
28,3211466,9.203800145869351e-06
29,4183855,0.0
30,3429751,4.739447150116824e-06
31,4188376,7.611914675283514e-05
32,4188878,0.0
33,3309785,6.058203617836287e-05
34,3932388,0.0
35,2461592,0.0
36,3932406,7.376604707736464e-07
37,2274119,1.4620561878130846e-05
38,4187297,1.8538365327302604e-05
39,4188886,1.193186566186952e-06
40,4190600,0.0
41,3642753,3.946644387463329e-06
42,4129041,5.425144778294975e-05
43,4189276,5.425144778294975e-05
44,4188889,6.1985225336747925e-06
45,4188976,1.2397045067349585e-05
46,4171776,2.378952749339643e-06
47,4185381,1.1514445935603192e-05
48,3904904,6.442803600256817e-05
49,3446876,0.00014864823987013068
50,4188895,1.1617412305024167e-05
51,4190405,8.317899722742972e-06
52,4185336,7.033989490267823e-05
53,3211598,5.627079044147975e-06
54,4189357,8.787853215755129e-06
55,2648421,3.7782423653770554e-06
56,3548833,2.10729363768132e-06
57,3375464,1.2984343300288116e-09
58,3336049,0.0
59,4030828,0.0
60,4163907,4.4929149617518875e-07
61,3932533,9.274791557761577e-05
62,4182842,2.6483123015469664e-05
63,3637622,1.6780141439258382e-05
64,3301123,4.102372704883938e-06
65,4188351,0.00015633070336120415
66,3506563,6.9713404189757315e-06
67,4187369,0.0
68,4185151,1.9072829585449594e-05
69,3834248,3.203792782786321e-08
70,1802648,0.0
71,3932591,2.4385211668444678e-05
72,4185155,1.852124863134803e-05
73,4187773,0.0
74,4189566,1.8519729831543914e-05
75,4185663,1.0679558878769368e-06
76,4186682,0.0
77,4189026,0.00013715112690575437
78,3965417,0.0
79,1835505,8.677789094084918e-06
80,4063730,0.0
81,3768819,6.331075717985037e-06
82,4030978,0.0
83,4185591,1.6771491006730471e-06
84,2654733,0.00026319871168178666
85,3703312,0.0
86,3441178,2.1274615660518815e-05
87,4188712,0.0
88,3483321,3.0674976340035698e-06
89,3146271,0.00012272102175436784
90,3244581,2.118733111218057e-05
91,4141879,2.3873130419817486e-06
